source_pdf,pdf_sha256,report_year,period_type,context_source_page,producer_version,container_id,table_block_id,block_order,classification_axis,block_role,block_terminal_type,pdf_name,table_query,note_number,located_title,row_order,row_type,row_role,extractor_row_role,row_level,parent_section,raw_item,item,row_id,parent_row_id,normalized_item,row_item_raw,row_item_normalized,label_derivation,derivation_method,derived_from_rows,derivation_evidence,canonical_item,mapping_status,column_ordinal,source_column_index,column_dimension_key,year,data_year,period_label,measure,scope,statement_scope,restated,restated_flag,header_raw,value_raw,value,value_yuan,unit,original_unit,currency_unit,page,bbox,header_source_page,source_method,source_pdf_sha256,printed_page,adjudication_status,cell_role
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,3,SUBTOTAL,SUBTOTAL,SUBTOTAL,0,,小计,小计,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:3,,小计,小计,小计,EXPLICIT_TEXT,,,,,UNMAPPED,2.0,3.0,本年累计数|本公司|ORIGINAL|,本年累计数,本年累计数,本年累计数,,本公司,COMPANY,False,False,本公司 | 本年累计数,"1,098,937,281",1098937281.0,,,,,2,"{""x0"": 70.0, ""y0"": 288.0, ""x1"": 897.5463256835938, ""y1"": 300.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,3,SUBTOTAL,SUBTOTAL,SUBTOTAL,0,,小计,小计,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:3,,小计,小计,小计,EXPLICIT_TEXT,,,,,UNMAPPED,3.0,4.0,上年累计数|本公司|ORIGINAL|,上年累计数,上年累计数,上年累计数,,本公司,COMPANY,False,False,本公司 | 上年累计数,"1,035,201,418",1035201418.0,,,,,2,"{""x0"": 70.0, ""y0"": 288.0, ""x1"": 897.5463256835938, ""y1"": 300.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,4,SECTION_HEADER,ADJUSTMENT,SECTION_HEADER,0,,减:,减:,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:4,,减,减:,减,EXPLICIT_TEXT,,,,,UNMAPPED,,,,,,,,,CONSOLIDATED,,,,,,,,,,2,"{""x0"": 70.0, ""y0"": 322.0, ""x1"": 90.0, ""y1"": 334.0}",,spatial_roi+section_header,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,5,DETAIL,DETAIL,DETAIL,1,减,当期发生的保费获取现金流,当期发生的保费获取现金流,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:5,,当期发生的保费获取现金流,当期发生的保费获取现金流,当期发生的保费获取现金流,EXPLICIT_TEXT,,,,,UNMAPPED,0.0,1.0,本年累计数|本集团|ORIGINAL|,本年累计数,本年累计数,本年累计数,,本集团,CONSOLIDATED,False,False,本集团 | 本年累计数,"100,000,000",100000000.0,,,,,2,"{""x0"": 110.0, ""y0"": 390.0, ""x1"": 885.0362548828125, ""y1"": 402.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,5,DETAIL,DETAIL,DETAIL,1,减,当期发生的保费获取现金流,当期发生的保费获取现金流,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:5,,当期发生的保费获取现金流,当期发生的保费获取现金流,当期发生的保费获取现金流,EXPLICIT_TEXT,,,,,UNMAPPED,1.0,2.0,上年累计数|本集团|ORIGINAL|,上年累计数,上年累计数,上年累计数,,本集团,CONSOLIDATED,False,False,本集团 | 上年累计数,"90,000,000",90000000.0,,,,,2,"{""x0"": 110.0, ""y0"": 390.0, ""x1"": 885.0362548828125, ""y1"": 402.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,5,DETAIL,DETAIL,DETAIL,1,减,当期发生的保费获取现金流,当期发生的保费获取现金流,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:5,,当期发生的保费获取现金流,当期发生的保费获取现金流,当期发生的保费获取现金流,EXPLICIT_TEXT,,,,,UNMAPPED,2.0,3.0,本年累计数|本公司|ORIGINAL|,本年累计数,本年累计数,本年累计数,,本公司,COMPANY,False,False,本公司 | 本年累计数,"80,000,000",80000000.0,,,,,2,"{""x0"": 110.0, ""y0"": 390.0, ""x1"": 885.0362548828125, ""y1"": 402.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,5,DETAIL,DETAIL,DETAIL,1,减,当期发生的保费获取现金流,当期发生的保费获取现金流,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:5,,当期发生的保费获取现金流,当期发生的保费获取现金流,当期发生的保费获取现金流,EXPLICIT_TEXT,,,,,UNMAPPED,3.0,4.0,上年累计数|本公司|ORIGINAL|,上年累计数,上年累计数,上年累计数,,本公司,COMPANY,False,False,本公司 | 上年累计数,"70,000,000",70000000.0,,,,,2,"{""x0"": 110.0, ""y0"": 390.0, ""x1"": 885.0362548828125, ""y1"": 402.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,6,DETAIL,DETAIL,DETAIL,1,减,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:6,,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,EXPLICIT_TEXT,,,,,UNMAPPED,0.0,1.0,本年累计数|本集团|ORIGINAL|,本年累计数,本年累计数,本年累计数,,本集团,CONSOLIDATED,False,False,本集团 | 本年累计数,"200,000,000",200000000.0,,,,,2,"{""x0"": 110.0, ""y0"": 458.0, ""x1"": 890.040283203125, ""y1"": 470.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,6,DETAIL,DETAIL,DETAIL,1,减,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:6,,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,EXPLICIT_TEXT,,,,,UNMAPPED,1.0,2.0,上年累计数|本集团|ORIGINAL|,上年累计数,上年累计数,上年累计数,,本集团,CONSOLIDATED,False,False,本集团 | 上年累计数,"190,000,000",190000000.0,,,,,2,"{""x0"": 110.0, ""y0"": 458.0, ""x1"": 890.040283203125, ""y1"": 470.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,6,DETAIL,DETAIL,DETAIL,1,减,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:6,,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,EXPLICIT_TEXT,,,,,UNMAPPED,2.0,3.0,本年累计数|本公司|ORIGINAL|,本年累计数,本年累计数,本年累计数,,本公司,COMPANY,False,False,本公司 | 本年累计数,"180,000,000",180000000.0,,,,,2,"{""x0"": 110.0, ""y0"": 458.0, ""x1"": 890.040283203125, ""y1"": 470.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,6,DETAIL,DETAIL,DETAIL,1,减,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:6,,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,当期发生的其他保险履约现金流,EXPLICIT_TEXT,,,,,UNMAPPED,3.0,4.0,上年累计数|本公司|ORIGINAL|,上年累计数,上年累计数,上年累计数,,本公司,COMPANY,False,False,本公司 | 上年累计数,"170,000,000",170000000.0,,,,,2,"{""x0"": 110.0, ""y0"": 458.0, ""x1"": 890.040283203125, ""y1"": 470.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,7,TOTAL,TOTAL,TOTAL,0,,合计,合计,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:7,,合计,合计,合计,EXPLICIT_TEXT,,,,,UNMAPPED,0.0,1.0,本年累计数|本集团|ORIGINAL|,本年累计数,本年累计数,本年累计数,,本集团,CONSOLIDATED,False,False,本集团 | 本年累计数,"907,555,449",907555449.0,,,,,2,"{""x0"": 70.0, ""y0"": 492.0, ""x1"": 890.040283203125, ""y1"": 504.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,7,TOTAL,TOTAL,TOTAL,0,,合计,合计,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:7,,合计,合计,合计,EXPLICIT_TEXT,,,,,UNMAPPED,1.0,2.0,上年累计数|本集团|ORIGINAL|,上年累计数,上年累计数,上年累计数,,本集团,CONSOLIDATED,False,False,本集团 | 上年累计数,"857,072,910",857072910.0,,,,,2,"{""x0"": 70.0, ""y0"": 492.0, ""x1"": 890.040283203125, ""y1"": 504.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,7,TOTAL,TOTAL,TOTAL,0,,合计,合计,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:7,,合计,合计,合计,EXPLICIT_TEXT,,,,,UNMAPPED,2.0,3.0,本年累计数|本公司|ORIGINAL|,本年累计数,本年累计数,本年累计数,,本公司,COMPANY,False,False,本公司 | 本年累计数,"838,937,281",838937281.0,,,,,2,"{""x0"": 70.0, ""y0"": 492.0, ""x1"": 890.040283203125, ""y1"": 504.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
C:\dev\AXA_research\releases\v6.11\_v59_regression_runtime\相对期间保险2025年度报告.pdf,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,2025,ANNUAL,,v6.11,,,,UNRESOLVED,UNRESOLVED,UNRESOLVED,相对期间保险2025年度报告.pdf,业务及管理费,34,34. 业务及管理费,7,TOTAL,TOTAL,TOTAL,0,,合计,合计,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8:业务及管理费:7,,合计,合计,合计,EXPLICIT_TEXT,,,,,UNMAPPED,3.0,4.0,上年累计数|本公司|ORIGINAL|,上年累计数,上年累计数,上年累计数,,本公司,COMPANY,False,False,本公司 | 上年累计数,"795,201,418",795201418.0,,,,,2,"{""x0"": 70.0, ""y0"": 492.0, ""x1"": 890.040283203125, ""y1"": 504.6910095214844}",,spatial_roi+column_anchors,0139502fc52c3b461433c8064f46f3454603d074ec4afc15b51359e94a8227c8,,MACHINE_EVIDENCE,NUMERIC
